State,StarDiff
NSW,-0.09999999999999964
NSW,0.09999999999999964
NSW,-0.20000000000000018
NSW,-0.10000000000000053
NSW,-0.2999999999999998
NSW,-0.1999999999999993
NSW,-0.20000000000000018
NSW,-0.20000000000000018
NSW,-0.09999999999999964
NSW,-0.10000000000000053
NSW,-0.10000000000000053
NSW,-0.2999999999999998
NSW,0
NSW,-0.09999999999999964
NSW,-0.10000000000000053
NSW,-0.20000000000000018
NSW,-0.1999999999999993
NSW,-0.10000000000000053
NSW,-0.09999999999999964
NSW,-0.09999999999999964
NSW,-0.09999999999999964
NSW,-0.20000000000000018
NSW,-0.20000000000000018
NSW,-0.10000000000000053
NSW,-0.10000000000000053
NSW,-0.2999999999999998
NSW,-0.09999999999999964
NSW,-0.1999999999999993
NSW,-0.20000000000000018
NSW,-0.1999999999999993
NSW,-0.1999999999999993
NSW,-0.10000000000000053
NSW,0
NSW,0
NSW,-0.20000000000000018
NSW,-0.1999999999999993
NSW,-0.20000000000000018
NSW,-0.09999999999999964
NSW,0
NSW,-0.1999999999999993
NSW,-0.09999999999999964
NSW,-0.1999999999999993
NSW,-0.09999999999999964
NSW,0
NSW,-0.09999999999999964
NSW,-0.09999999999999964
NSW,-0.1999999999999993
NSW,-0.10000000000000053
NSW,-0.09999999999999964
NSW,-0.20000000000000018
NSW,-0.1999999999999993
NSW,-0.20000000000000018
NSW,-0.20000000000000018
NSW,-0.1999999999999993
NSW,-0.1999999999999993
NSW,-0.10000000000000053
NSW,-0.09999999999999964
NSW,-0.2999999999999998
NSW,0
NSW,-0.20000000000000018
NSW,-0.09999999999999964
NSW,-0.09999999999999964
NSW,-0.09999999999999964
NSW,-0.20000000000000018
NSW,-0.1999999999999993
NSW,-0.09999999999999964
NSW,-0.09999999999999964
NSW,-0.09999999999999964
NSW,-0.09999999999999964
NSW,-0.1999999999999993
NSW,-0.2999999999999998
NSW,-0.10000000000000053
NSW,0
NSW,-0.20000000000000018
NSW,-0.09999999999999964
NSW,-0.09999999999999964
NSW,-0.10000000000000053
NSW,0
NSW,-0.20000000000000018
NSW,-0.09999999999999964
NSW,-0.1999999999999993
NSW,-0.09999999999999964
NSW,0
NSW,0
NSW,-0.20000000000000018
NSW,0
NSW,-0.09999999999999964
NSW,-0.20000000000000018
NSW,-0.09999999999999964
NSW,-0.09999999999999964
NSW,-0.20000000000000018
NSW,-0.2999999999999998
NSW,0
NSW,-0.20000000000000018
NSW,-0.09999999999999964
NSW,-0.2999999999999998
NSW,-0.09999999999999964
NSW,-0.10000000000000053
