Nvalid,StateName,NPostCode,NYear,NClimateZone,StarRating,Exposure,X,CertificateHeating,CertificateSCool,CertificateLCool,TotalFlArea,TotFloorArea,SlabOnGroundArea,FloorsAboveGround,SubfloorFloorArea,FloorsAboveNeighbours_100,CeilingsBelowNeighbours,TotalSharedSurfaceArea,FloorHeightmin,FloorHeightmax,NumberofLiving,NumberofBedrooms,MStorey,NStorey
3165,     VIC,3551,17,66, 6.10,        Suburban,NA,174.22,19.86,     1.78,222.38,188.72,222.38,0,0,0,0,0,0.32,0.32,3,4,0,1
3166,     VIC,3631,17,66, 6.10,        Suburban,NA,186.16,13.13,     1.83,218.57,178.91,218.57,0,0,0,0,0,0.4,0.4,2,4,0,1
3167,     VIC,3561,17,66, 6.10,        Suburban,NA,174.41,10.44,     1.30,242.34,208.79,242.34,0,0,0,0,0,0.32,0.32,2,4,0,1
3168,     VIC,3678,17,66, 5.90,            Open,NA,196.05,10.6,     1.36,214.25,177.58,214.25,0,0,0,0,0,0.38,0.38,2,4,0,1
3169,     VIC,3350,17,66, 6.30,        Suburban,NA,182.66,16.96,     1.48,172.42,139.23,172.42,0,0,0,0,0,0.4,0.4,2,4,0,1
3170,     VIC,3551,17,66, 6.80,        Suburban,NA,142.92,21.41,     2.06,182.61,149.43,182.61,0,0,0,0,0,0.32,0.32,2,4,0,1
3171,     VIC,3358,17,66, 6.00,        Suburban,NA,189.23,16.88,     1.68,196.08,162.9,216.56,0,0,0,0,0,0.4,0.4,3,4,0,1
3173,     VIC,3551,17,66, 6.50,            Open,NA,154.67,9.56,     1.46,243.66,207.43,243.66,0,0,0,0,0,0.32,0.32,2,6,0,1
3174,     VIC,3732,17,66, 6.10,        Suburban,NA,184.04,14.88,     1.71,216.3,179.81,216.3,0,0,0,0,0,0.31,0.31,2,4,0,1
3175,     VIC,3350,17,66, 6.40,        Suburban,NA,175.85,9.06,     1.41,188.57,155.39,188.57,0,0,0,0,0,0.4,0.4,2,4,0,1
3176,     VIC,3373,17,66, 6.30,        Suburban,NA,165.25,8.04,     1.41,259.85,224.74,259.85,0,0,0,0,0,0.4,0.4,3,3,0,1
3178,     VIC,3453,17,66, 6.20,        Suburban,NA,196.21,12.48,     1.46,168.86,135.81,168.86,0,0,0,0,0,0.32,0.32,2,3,0,1
3179,     VIC,3350,17,66, 6.50,        Suburban,NA,187.33,14.43,     1.42,136.49,103.31,136.49,0,0,0,0,0,0.4,0.4,1,3,0,1
3180,     VIC,3350,17,66, 6.80,        Suburban,NA,141.11,6.52,     1.44,268.52,229.33,268.52,0,0,0,0,0,0.4,0.4,3,4,0,1
3181,     VIC,3556,17,66, 6.00,        Suburban,NA,187.57,9.94,     1.28,220.9,184.18,220.9,0,0,0,0,0,0.32,0.32,2,4,0,1
3182,     VIC,3350,17,66, 6.60,        Suburban,NA,154.87,8.45,     1.53,224.8,191.62,224.8,0,0,0,0,0,0.4,0.4,2,4,0,1
3183,     VIC,3350,17,66, 6.10,        Suburban,NA,187.11,9.25,     1.39,237.96,204.78,235.08,0,0,0,0,0,0.4,0.4,2,4,0,1
3184,     VIC,3350,17,66, 6.40,        Suburban,NA,179.58,14.26,     1.55,170.37,137.18,170.37,0,0,0,0,0,0.4,0.4,2,4,0,1
3185,     VIC,3356,17,66, 6.40,        Suburban,NA,189.59,10.15,     1.79,172.85,139.35,172.85,0,0,0,0,0,0.38,0.38,2,3,0,1
3186,     VIC,3551,17,66, 6.00,        Suburban,NA,171.69,15.96,     1.82,266.58,231.47,266.58,0,0,0,0,0,0.32,0.32,3,4,0,1
3187,     VIC,3377,17,66, 6.10,            Open,NA,166.68,18.17,     1.96,267.68,224.71,267.68,0,0,0,0,0,0.4,0.4,3,4,0,1
3188,     VIC,3658,17,66, 6.10,        Suburban,NA,182.06,14.34,     1.78,207.39,179.63,207.39,0,0,0,0,0,0.31,0.31,2,4,0,1
3189,     VIC,3722,17,66, 6.10,        Suburban,NA,176.4,10.24,     1.50,243.18,209.52,243.18,0,0,0,0,0,0.4,0.4,3,4,0,1
3191,     VIC,3551,17,66, 6.10,        Suburban,NA,171.03,13.68,     1.39,242.26,208.83,242.26,0,0,0,0,0,0.32,0.32,2,4,0,1
3192,     VIC,3551,17,66, 6.70,        Suburban,NA,157.04,25.29,     1.98,152.19,119.01,152.19,0,0,0,0,0,0.32,0.32,1,3,0,1
3193,     VIC,3631,17,66, 6.40,        Suburban,NA,178.54,14.42,     1.72,176.07,142.89,176.07,0,0,0,0,0,0.4,0.4,2,4,0,1
3194,     VIC,3638,17,66, 6.20,        Suburban,NA,164.67,21.6,     1.69,236.91,200.85,236.91,0,0,0,0,0,0.32,0.32,3,4,0,1
3195,     VIC,3644,17,66, 6.00,            Open,NA,170.48,8.11,     1.20,338.41,273.72,338.41,0,0,0,0,0,0.32,0.32,3,5,0,1
3196,     VIC,3551,17,66, 6.10,        Suburban,NA,173.99,21.13,     1.74,219.8,183.31,219.8,0,0,0,0,0,0.32,0.32,2,4,0,1
3197,     VIC,3352,17,66, 6.20,        Suburban,NA,159.9,19.47,     1.80,264.79,224.28,264.79,0,0,0,0,0,0.38,0.38,3,4,0,1
3198,     VIC,3465,17,66, 6.10,        Suburban,NA,202.39,15.47,     1.53,157.61,124.57,157.61,0,0,0,0,0,0.4,0.4,1,3,0,1
3199,     VIC,3465,17,66, 6.10,         Exposed,NA,176.95,17.47,     1.49,223.99,190.33,223.99,0,0,0,0,0,0.32,0.32,3,4,0,1
3200,     VIC,3714,17,66, 5.90,            Open,NA,198.55,5.93,     0.97,230.34,190.63,230.34,0,0,0,0,0,0.32,0.32,2,3,0,1
3201,     VIC,3551,17,66, 6.10,        Suburban,NA,175.88,12.87,     1.60,237.47,201.41,237.47,0,0,0,0,0,0.32,0.32,3,4,0,1
3202,     VIC,3631,17,66, 6.00,        Suburban,NA,183.53,10.13,     1.47,237.46,200.97,237.46,0,0,0,0,0,0.4,0.4,3,4,0,1
3203,     VIC,3644,17,66, 6.20,        Suburban,NA,167.03,19.82,     1.89,232.26,195.82,232.26,0,0,0,0,0,0.32,0.32,2,4,0,1
3204,     VIC,3561,17,66, 6.20,        Suburban,NA,157.48,22.9,     1.67,235.53,201.97,235.53,0,0,0,0,0,0.32,0.32,2,4,0,1
3205,     VIC,3631,17,66, 6.00,        Suburban,NA,180.27,15.04,     1.64,234.77,199.66,234.77,0,0,0,0,0,0.4,0.4,3,4,0,1
3206,     VIC,3551,17,66, 6.50,        Suburban,NA,157.94,6.23,     1.25,250.81,212.73,250.81,0,0,0,0,0,0.38,0.38,3,4,0,1
3207,     VIC,3352,17,66, 6.10,        Suburban,NA,212.6,10.48,     1.67,158.81,124.62,158.81,0,0,0,0,0,0.4,0.4,2,3,0,1
