Nvalid,StateName,NPostCode,NYear,NClimateZone,StarRating,Exposure,X,CertificateHeating,CertificateSCool,CertificateLCool,TotalFlArea,TotFloorArea,SlabOnGroundArea,FloorsAboveGround,SubfloorFloorArea,FloorsAboveNeighbours_100,CeilingsBelowNeighbours,TotalSharedSurfaceArea,FloorHeightmin,FloorHeightmax,NumberofLiving,NumberofBedrooms,MStorey,NStorey
33,     TAS,7116,17,26,6.4,        Suburban,NA,175.85,5.67,0.37,88.26,88.26,0,0,0,0,0,0,0.45,0.45,1,2,0,1
34,     TAS,7116,17,26,6.4,        Suburban,NA,175.87,5.7,0.37,88.26,88.26,0,0,0,0,0,0,0.45,0.45,1,2,0,1
35,     TAS,7018,16,26,5.9,        Suburban,NA,150.36,4.84,0.32,271.45,228.85,128.09,0,56,0,0,0,0.1,2.54,2,3,0,2
36,     TAS,7017,18,26,5.9,            Open,NA,161.11,3.7,0.14,219.27,184.17,88.87,0,0,0,0,0,0.1,2.5,1,3,0,2
37,     TAS,7005,18,26,5.8,        Suburban,NA,163.97,6.64,0.33,212.71,187.71,48.1,0,48,0,0,0,0.2,5.1,2,3,1,3
38,     TAS,7005,16,26,5.8,        Suburban,NA,166.54,8.78,0.55,210.29,176.4,58.09,0,55.11,0,0,0,0.1,2.5,1,3,0,2
39,     TAS,7005,16,26,5.9,        Suburban,NA,165.34,6.13,0.47,213.45,173.3,57.67,0,98,0,0,0,0.1,2.5,2,3,0,2
40,     TAS,7054,18,26,6.1,        Suburban,NA,161.39,4.56,0.25,208.23,159.86,64.63,0,0,0,0,0,0.1,2.5,1,4,0,2
41,     TAS,7054,18,26,6.1,        Suburban,NA,161.39,4.56,0.25,208.23,159.86,64.63,0,0,0,0,0,0.1,2.5,1,4,0,2
42,     TAS,7052,18,26,6.6,        Suburban,NA,140.06,6.57,0.33,176.56,141.46,59.13,0,32,0,0,0,1,3.5,2,3,1,2
43,     TAS,7052,18,26,7.3,        Suburban,NA,100.4,5.97,0.58,204.45,169.65,37.8,0,80,0,0,0,1,3.5,2,3,1,2
44,     TAS,7109,18,26,5.9,        Suburban,NA,169,8.42,0.3,164.47,167.17,0,11100,111,0,0,0,1.6,4,1,3,1,2
45,     TAS,7173,16,26,6.7,            Open,NA,140.44,4.88,0.22,119.31,119.31,119.31,0,0,0,0,0,0.2,0.2,1,2,0,1
46,     TAS,7173,16,26,7.1,            Open,NA,121.22,4.46,0.35,140,140,0,15000,150,0,0,0,1.1,1.1,1,2,0,1
47,     TAS,7000,16,26,6.5,        Suburban,NA,139.73,4.6,0.41,179.33,179.33,63.28,0,51.9,0,0,0,0.3,2.7,2,5,0,2
48,     TAS,7008,16,26,6.6,        Suburban,NA,121.51,2.21,0.21,302.05,302.05,302.05,0,0,0,0,0,0.3,0.3,2,4,0,1
49,     TAS,7116,17,26,8.7,         Exposed,NA,38.37,1.58,0.27,466.49,366.31,126.9,0,289.38,0,0,0,0.1,1.2,3,3,0,1
50,     TAS,7109,18,26,8.7,       Protected,NA,51.35,0.53,0.2,125.04,125.04,125.04,0,0,0,0,0,0.7,1.5,1,2,0,1
51,     TAS,7015,16,26,7.6,        Suburban,NA,105.99,1.72,0.15,111.27,111.27,111.27,0,0,0,0,0,0.2,3.15,1,2,1,2
52,     TAS,7000,16,26,5.9,        Suburban,NA,171.23,2.53,0.21,163.75,166.75,47.05,0,82.78,0,0,0,1.2,4.2,1,4,1,2
53,     TAS,7015,16,26,6.6,        Suburban,NA,139.92,1.6,0.23,198.1,158.4,198.1,0,0,0,0,0,0.2,0.2,1,3,0,1
54,     TAS,7015,16,26,8,        Suburban,NA,84.28,2.82,0.4,173.56,141.65,95.53,0,0,0,0,0,0.18,2.84,2,3,1,2
55,     TAS,7054,18,26,9.1,            Open,NA,22.34,5.59,0.95,224.56,224.56,189.46,0,35.1,0,0,0,0.2,0.6,1,4,0,1
56,     TAS,7015,18,26,7.7,        Suburban,NA,100.11,17.58,1.27,50.45,50.45,0,0,0,0,0,0,0.3,0.3,1,1,0,1
57,     TAS,7005,18,26,7.4,            Open,NA,102.83,6.85,0.71,132.3,132.3,0,0,0,0,0,0,2.5,2.5,2,3,0,1
58,     TAS,7052,15,26,5.9,        Suburban,NA,160.84,5.76,0.67,212.08,191.9,98.79,0,25,0,0,0,0.1,2.54,2,4,0,2
59,     TAS,7109,17,26,6.1,            Open,NA,203.9,9.19,0.81,42.48,42.48,0,4100,41,0,0,0,0.4,0.4,1,1,0,1
60,     TAS,7005,16,26,5.7,        Suburban,NA,185.41,4.87,0.36,173.6,143.96,60.48,0,72.3,0,0,0,0.1,2.5,1,2,0,2
61,     TAS,7052,18,26,6.5,        Suburban,NA,143.53,9.22,0.36,166.29,132.43,33.86,0,140,0,0,0,0.3,1.2,1,3,0,1
62,     TAS,7050,18,26,6.5,        Suburban,NA,143.53,9.22,0.36,166.29,132.43,33.86,0,140,0,0,0,0.3,1.2,1,3,0,1
63,     TAS,7190,17,26,6.4,            Open,NA,140.59,4.54,0.26,181.24,185.24,0,0,0,0,0,0,0.7,3.4,2,4,1,2
64,     TAS,7020,17,26,6.3,            Open,NA,174.67,1.28,0.1,146.3,99.3,131.9,0,0,0,0,0,0.3,2.7,1,2,0,2
65,     TAS,7190,15,26,5.5,        Suburban,NA,178.1,5.28,0.2,177.07,177.07,68.67,0,0,0,0,0,0.01,0.01,1,3,0,1
66,     TAS,7020,16,26,7.3,            Open,NA,105.45,3.04,0.22,168.92,168.92,42.9,0,168,0,0,0,0.3,0.3,1,5,0,1
67,     TAS,7109,18,26,6.4,            Open,NA,156.94,4.02,0.26,121.89,121.89,0,13600,136,0,0,0,0.6,0.6,1,3,0,1
68,     TAS,7173,16,26,5.7,            Open,NA,181.53,1.09,0.16,162.18,162.18,162.18,0,0,0,0,0,0.3,0.3,2,3,0,1
69,     TAS,7054,18,26,7.8,            Open,NA,100.99,9.49,0.39,58.06,58.06,58.06,0,0,0,0,0,0.2,0.2,1,1,0,1
70,     TAS,7000,18,26,6.5,        Suburban,NA,121.78,6.87,0.5,483.87,328.97,195.89,0,42,0,0,0,0.2,5.9,1,5,2,3
71,     TAS,7150,16,26,5.8,            Open,NA,159.79,9.25,0.34,196.6,196.6,196.6,0,0,0,0,0,0.3,0.3,1,4,0,1
73,     TAS,7175,16,26,6.1,            Open,NA,202.23,16.47,5.33,26.96,26.96,0,0,0,0,0,0,0.7,0.7,1,1,0,1
74,     TAS,7190,18,26,6.2,            Open,NA,192.44,16.38,5.94,37.6,37.6,0,0,0,0,0,0,0.4,0.4,2,1,0,1
75,     TAS,7005,17,26,6.4,        Suburban,NA,125.95,10.5,0.65,228.47,213.17,114.23,0,0,0,0,0,0.15,2.55,2,4,0,2
76,     TAS,7009,17,26,6.6,        Suburban,NA,131.29,15.57,0.6,133.91,133.91,43.72,0,90,0,0,0,0.45,0.45,2,3,0,1
77,     TAS,7000,17,26,6.2,        Suburban,NA,143.05,6.84,0.52,208.53,208.53,0,20100,201,0,0,0,0.4,1.2,2,4,0,1
78,     TAS,7170,17,26,8.1,            Open,NA,62.18,6.06,0.36,266.06,255.86,205.1,0,0,0,0,0,0.15,2.55,2,4,0,2
79,     TAS,7000,17,26,5.8,        Suburban,NA,181.56,5.12,1.04,153.1,153.1,39.37,0,80.65,0,0,0,0.2,2.8,3,4,1,2
80,     TAS,7054,16,26,7.3,            Open,NA,125.04,14.35,0.94,56.28,56.28,0,5700,57,0,0,0,0.4,0.8,1,1,0,1
81,     TAS,7054,18,26,6.4,            Open,NA,152.09,2.91,0.19,142.52,142.52,30.68,0,110,0,0,0,0.6,0.6,2,2,0,1
82,     TAS,7000,16,26,7.1,        Suburban,NA,119.53,30.55,0.42,53.75,53.75,39,0,0,0,0,0,0.1,2.7,1,1,0,2
83,     TAS,7184,17,26,7.2,            Open,NA,128.69,4.55,0.24,81.86,81.86,0,8186,81.86,0,0,0,0.6,0.6,1,2,0,1
84,     TAS,7184,17,26,7.2,            Open,NA,128.69,4.55,0.24,81.86,81.86,0,8186,81.86,0,0,0,0.6,0.6,1,2,0,1
85,     TAS,7018,17,26,6.1,        Suburban,NA,148.48,4.38,0.27,195.3,197.8,42,0,97.5,0,0,0,0.1,3.7,2,4,1,2
86,     TAS,7109,17,26,6.1,            Open,NA,170.05,21.25,10.35,60.45,60.45,0,5600,56,0,0,0,0.3,1.2,2,1,0,1
87,     TAS,7109,17,26,7.1,            Open,NA,116.85,5.31,0.41,166.8,169.8,0,9900,99,0,0,0,0.8,5.6,2,2,2,3
88,     TAS,7025,17,26,5.9,        Suburban,NA,191.76,5.05,0.29,130.04,99.04,101.74,0,28,0,0,0,0.3,0.3,1,3,0,1
89,     TAS,7008,17,26,6.4,        Suburban,NA,161.68,4.94,0.38,107.5,107.5,0,11000,110,0,0,0,0.4,0.4,1,3,0,1
90,     TAS,7004,17,26,6.5,        Suburban,NA,164.36,2,0.35,84.05,86.05,27.25,0,44.6,0,0,28,0.3,3.1,2,2,1,2
91,     TAS,7004,17,26,5.9,        Suburban,NA,193.65,2.55,0.55,89.23,91.23,39.37,0,34,0,0,26,0.3,3.1,2,1,1,2
92,     TAS,7331,18,26,7.1,            Open,NA,124.72,20.12,11.61,42.15,50.5,30.1,0,0,0,0,0,0.1,3.1,3,1,1,2
93,     TAS,7025,15,26,5.2,        Suburban,NA,200.2,2.1,0.21,178.78,178.78,0,17300,173,0,0,0,0.6,0.6,2,4,0,1
94,     TAS,7187,16,26,6.6,            Open,NA,138.68,4.17,0.58,256.32,256.32,107.65,0,46.06,0,0,0,0.1,2.5,2,2,0,2
95,     TAS,7050,18,26,6.1,        Suburban,NA,163.35,5.18,0.23,137.09,137.09,0,13900,139,0,0,0,0.3,1.5,1,3,0,1
96,     TAS,7009,16,26,6.1,        Suburban,NA,146.33,4.16,0.25,198.15,201.15,0,17700,177,0,0,0,0.8,3.8,2,3,1,2
97,     TAS,7050,18,26,6.3,        Suburban,NA,154.61,5.08,0.27,137.09,137.09,0,13900,139,0,0,0,0.3,1.5,1,3,0,1
98,     TAS,7015,16,26,5.9,        Suburban,NA,163.29,9.79,0.44,199.65,158.65,48,0,77.8,0,0,0,0.1,2.5,1,3,0,2
99,     TAS,7050,18,26,9.2,        Suburban,NA,21.99,1.22,0.19,205.14,212.13,123.11,0,0,0,0,0,0.2,2.75,2,3,0,2
100,     TAS,7000,16,26,5.9,        Suburban,NA,167.33,5.15,0.35,271.86,237.48,173.17,0,0,0,0,0,0.2,5.6,3,4,2,3
101,     TAS,7116,16,26,6.8,            Open,NA,113.85,1.96,0.21,253.92,231.82,41.45,0,0,0,0,0,0.2,1.2,1,3,0,1
102,     TAS,7054,18,26,9.4,            Open,NA,19.02,0.34,0.16,241.19,245.79,199.19,0,0,0,0,0,0.3,2.7,2,4,0,2
103,     TAS,7316,17,67,5.8,        Suburban,NA,127.01,0.49,0.38,215.41,179.05,215.41,0,0,0,0,0,0.3,0.3,2,4,0,1
104,     TAS,7316,18,67,5.9,        Suburban,NA,121.21,1.84,0.47,215.41,179.05,215.41,0,0,0,0,0,0.3,0.3,2,4,0,1
105,     TAS,7215,17,67,5.9,            Open,NA,134.94,1.82,0.41,139.45,141.94,47.09,0,0,0,0,0,0.4,2.8,2,4,1,2
106,     TAS,7215,17,67,6.2,            Open,NA,114.57,0.04,0.04,199.17,199.17,164.17,0,0,0,0,0,0.2,3,3,2,1,2
107,     TAS,7256,16,67,6.7,         Exposed,NA,109.61,10.26,1.88,81.36,81.36,81.36,0,0,0,0,0,0.25,0.25,1,2,0,1
108,     TAS,7304,17,68,4.9,        Suburban,NA,236.41,45.36,0.53,142.95,175.26,57.91,0,42.86,0,0,0,1,3.7,1,3,1,2
109,     TAS,7030,16,68,7.4,        Suburban,NA,141.51,14.58,0.22,78.51,78.51,0,9575,95.75,0,0,0,0.6,0.6,1,3,0,1
110,     TAS,7252,17,68,5.7,            Open,NA,181.4,0.24,0.03,418.77,418.77,418.77,0,0,0,0,0,0.4,0.4,2,4,0,1
